Galaxy Name,m-M,err,distance,Method,REFCODE,Notes,RA,Dec,GLON,GLAT,Type (RC3),velocity
,(mag),(mag),(Mpc),,,,(J2000),(J2000),,,,(km/s)
NGC 2904,31.86,0.24,23.6,SBF,2001ApJ...546..681T,I,9:30:17,-30:23:06,259.5,15.1,LXS-?,2175
NGC 2903,29.74,...,8.9,BS,2000A&AS..142..425D,,9:32:10,#REF!,208.7,44.5,SXT4,476
"LSBC F565-V03, UGC 05086",29.36,0.2,7.45,BS,1998A&AS..133..181M,,9:32:49,#REF!,208.8,44.7,I..9*,368
NGC 2919,33.49,0.5,49.9,Sosies,2002A&A...393...57T,,9:34:48,#REF!,223.2,40.9,SXR3*,2313
NGC 2916,33.04,0.26,40.6,Sosies,2002A&A...393...57T,,9:34:58,#REF!,208.7,45.2,SAT3$,3649
NGC 2935,32.42*,0.24,30.2,SNIa,2006ApJ...645..488W,"SN 1996Z, z = 0.00758",9:36:45,-21:07:41,253.6,22.6,PSXS3,2072
LCSB S1315O,37.17*,0.15,258,SNIa,2004ApJ...607..665R,"SN 1995M, z = 0.052",9:38:43,-12:20:08,246.7,28.8,,14998
"DDO 063, Ho I",27.92,0.26,3.84,TRGB,2002A&A...383..125K,I,9:40:32,#REF!,140.7,38.7,IXS9,250
NGC 2962,32.66,0.15,34,SBF,2001ApJ...559..584A,I,9:40:54,#REF!,230,39.7,RLXT+,1830
ESO 434- G 023,33.41,0.18,48.1,Sosies,2002A&A...393...57T,,9:41:43,-28:11:29,259.8,18.4,SXS7,2314
NGC 2974,32.39,0.41,30.1,FP,2001MNRAS.327.1004B,,9:42:33,-3:41:57,239.5,35,E.4,1893
NGC 2950,30.87,0.27,14.9,SBF,2001ApJ...546..681T,I,9:42:35,#REF!,155.2,44.7,RLBR0,1406
NGC 2986,32.38*,0.24,29.7,SNIa,2006ApJ...645..488W,"SN 1999gh, z = 0.00768",9:44:16,-21:16:41,255,23.7,E.2,2106
F8D1,27.88,...,3.77,TRGB,2000A&A...363..117K,,9:44:47,#REF!,144.6,41,dwE,-
[FM2000] 1,27.66,0.16,3.4,TRGB,2001A&A...375..359K,,9:45:10,#REF!,143.1,40.3,dSph?,-
NGC 2976,27.76,0.23,3.56,TRGB,2003A&A...398..479K,I,9:47:16,#REF!,143.9,40.9,SA.5P,106
[KK98] 077,27.71,...,3.48,TRGB,2000A&A...363..117K,,9:50:11,#REF!,144.2,41.4,dw Sph,-
"DDO 064, UGC 05272",29.26,0.2,7.11,BS,1998A&AS..133..181M,,9:50:22,#REF!,195.4,50.6,I..9,480
NGC 3021,32.26*,0.19,28.2,SNIa,2006ApJ...645..488W,"SN 1995al, z = 0.00514",9:50:57,#REF!,192.2,50.8,SAT4*,1509
NGC 3038,33.07,0.12,41.1,Sosies,2002A&A...393...57T,,9:51:16,-32:45:09,264.6,16.4,SAT3,2466
UGC 05288,29.18,...,6.85,BS,1999AstL...25..322S,,9:51:17,#REF!,228.7,43.2,S..8*,429
NGC 3032,31.55,0.28,20.4,SBF,2003ApJ...583..712J,I,9:52:08,#REF!,199,50.7,LXR0,1485
BK 03N,28.02,0.14,4.02,TRGB,2002A&A...383..125K,I,9:53:49,#REF!,142.3,40.8,Im,68
NGC 3054,32.69,0.08,34.5,Sosies,2002A&A...393...57T,,9:54:29,-25:42:12,260.2,22.1,SXR3,2217
NGC 3056,30.27,0.25,11.3,SBF,2003ApJ...583..712J,I,9:54:33,-28:17:54,262.1,20.2,RLAS+*,803
"M81, NGC 3031",27.55,0.2,3.24,Cepheids,1997ApJ...491...13K,"31, VI",9:55:33,#REF!,142.1,40.9,SAS2,69
"M82, NGC 3034",27.95,0.14,3.89,TRGB,1999ApJ...526..599S,,9:55:52,#REF!,141.4,40.6,I.0../,323
"DDO 068, UGC 05340",28.85,0.2,5.89,BS,1998A&AS..133..181M,,9:56:46,#REF!,199.9,51.6,I..9P*,454
KDG 061,27.78,...,3.6,TRGB,2000A&A...363..117K,,9:57:03,#REF!,142.5,41.3,dE,-30
"DDO 066, Ho IX",27.84,...,3.7,TRGB,2006Ap.....49....3K,,9:57:32,#REF!,142,41.1,I..9,154
Arp's Loop,27.94,0.12,3.87,TRGB,2002A&A...383..125K,I,9:57:33,#REF!,141.7,40.9,,207
NGC 3078,32.73,0.3,35.2,SBF,2001ApJ...546..681T,I,9:58:25,-26:55:37,261.8,21.8,E.2+,2283
NGC 3087,32.72,0.21,35,SBF,2001ApJ...546..681T,I,9:59:09,-34:13:31,266.9,16.3,E+..*,2452
"DDO 069, Leo A",24.47,0.1,0.783,Cepheids,2006MmSAI..77..299G,"3, R",9:59:27,#REF!,196.9,52.4,IB.9,-19
NGC 3089,32.38,0.31,29.9,Sosies,2002A&A...393...57T,,9:59:37,-28:19:53,263,20.9,SXT3,2409
Sextans B,25.63,0.21,1.34,Cepheids,2004ApJ...608...42S,LMC VIHJK,10:00:00,#REF!,233.2,43.8,IBS9,168
kkh 057,27.96,0.19,3.91,TRGB,2001A&A...375..359K,,10:00:16,#REF!,148.4,44.6,Sph,-
NGC 3073,32.64,0.93,33.7,SBF,2001ApJ...546..681T,I,10:00:52,#REF!,158,48.2,LX.-,1273
NGC 3109,25.05,...,1.02,Cepheids,1993AJ....105.1392D,,10:03:07,-26:09:35,262.1,23.1,SBS9./,194
NGC 3077,27.91,...,3.82,TRGB,2003A&A...398..479K,,10:03:19,#REF!,141.9,41.7,I.0.P,120
[HM93a] 100125-3513.1,36.44*,0.22,181,SNIa,2006ApJ...645..488W,"SN 1993ag, z = 0.071",10:03:36,-35:27:41,268.4,15.9,E3/S01,20310
Garland,27.91,0.24,3.82,TRGB,2002A&A...383..125K,I,10:03:42,#REF!,141.9,41.7,Im,106
IC 2537,32.79,0.14,36.1,Sosies,2002A&A...393...57T,,10:03:52,-27:34:15,263.2,22.1,SXT5,2574
Antlia Dwarf,25.6,...,1.32,TRGB,1997AJ....114.1447A,,10:04:04,-27:19:55,263.1,22.3,IX.9,150
BK 05N,27.89,...,3.78,TRGB,2000A&A...363..117K,,10:04:41,#REF!,142.3,42,dwE,-
UGC 05427,29.26,0.2,7.11,BS,1998A&AS..133..181M,,10:04:41,#REF!,199.4,53.4,S..8*,450
"DDO 071, KDG 063",27.72,...,3.5,TRGB,2000A&A...363..117K,,10:05:06,#REF!,144.1,43.1,I..9*,-26
NGC 3115,30.02,0.15,10.1,PNLF,2002ApJ...577...31C,,10:05:14,-7:43:07,247.8,36.8,L..-./,492
UGC 05423,28.61,...,5.27,BS,1999AstL...25..322S,,10:05:31,#REF!,140,40.8,I..9,454
UGCA 200,29.01,0.27,6.3,SBF,2005A&A...437..823R,R,10:05:35,-7:45:00,247.9,36.8,I..9*,-
NGC 3136,31.95,0.22,24.5,SBF,2001ApJ...546..681T,I,10:05:48,-67:22:41,288,-9.4,E...*,1497
NGC 3124,32.94,0.57,38.7,Sosies,2002A&A...393...57T,,10:06:40,-19:13:18,257.7,28.8,SXT4,3364
"KDG 064, UGC 05442",27.84,...,3.7,TRGB,2000A&A...363..117K,,10:07:02,#REF!,142.6,42.5,I..9*,86
UGC 05456,27.91,0.27,3.82,TRGB,2002AJ....123.1307M,,10:07:20,#REF!,228.4,47.9,I.0.$,420
IKN,27.87,...,3.75,TRGB,2006AJ....131.1361K,,10:08:06,#REF!,141.9,42.2,,-
"DDO 074, Leo I",22,0.15,0.251,TRGB,1999AJ....117.2199C,,10:08:27,#REF!,226,49.1,dE.3,60
NGC 3131,34.48,0.05,78.7,Sosies,2002A&A...393...57T,,10:08:36,#REF!,217.5,51.6,SB.3*,5016
IC 2554,32.04,0.34,25.6,Sosies,2002A&A...393...57T,,10:08:51,-67:01:51,288,-9,SBS4P*,1136
[M92b] 100643-2624.0,36.35*,0.21,178,SNIa,2004ApJ...607..665R,"SN 1992J, z = 0.045",10:09:01,-26:38:37,263.5,23.5,S,12977
NGC 3145,33.55,0.11,51.3,Sosies,2002A&A...393...57T,,10:10:10,-12:26:02,253,34.4,SBT4,3472
"NGC 3136B, ESO 092- G 013",31.64,0.19,21.3,SBF,2001ApJ...546..681T,I,10:10:13,-67:00:18,288.1,-8.9,E+,1564
Sextans A,25.58,0.03,1.31,Cepheids,2003AJ....125.1261D,,10:11:01,-4:41:34,246.1,39.9,IB.9,164
NGC 3156,31.75,0.14,22.4,SBF,2001ApJ...546..681T,I,10:12:41,#REF!,238.3,45.1,L...*,980
NGC 3153,33.41,0.26,48.1,Sosies,2002A&A...393...57T,,10:12:51,#REF!,226.3,50.2,S..6*,2703
Sextans I,19.8,...,0.09,TRGB,2000glg..book.....V,,10:13:03,-1:36:54,243.5,42.3,dw Sph,75
IC 2560,32.46,0.17,31,Sosies,2002A&A...393...57T,,10:16:19,-33:33:50,269.4,19,PSBR3*,2656
NGC 3147,32.944*,0.018,38.4,SNIa,2006ApJ...647..501P,"SN 1997bq, z = 0.00941",10:16:54,#REF!,136.3,39.5,SAT4,2935
ESO 213- G 011,31.48,0.26,19.8,Sosies,2002A&A...393...57T,,10:16:56,-48:52:52,278.5,6.5,SAS5,2516
NGC 3190,31.84*,0.23,23.2,SNIa,2006ApJ...645..488W,"SN 2002bo, z = 0.00424",10:18:06,#REF!,213,54.8,SAS1P/,1262
NGC 3184,30.3,...,11.5,Tully-Fisher,LEDA [April 2006],,10:18:17,#REF!,178.3,55.6,SXT6,596
NGC 3193,32.65,0.18,33.8,SBF,2001MNRAS.327.1004B,,10:18:25,#REF!,213,54.9,E.2,1308
NGC 3198,30.68,0.08,13.7,Cepheids,2001ApJ...553...47F,"KP, 36, VI",10:19:55,#REF!,171.2,54.8,SBT5,684
[HS98] 117,27.99,...,3.96,TRGB,2006AJ....131.1361K,,10:21:25,#REF!,138.1,41.3,Ir,80
NGC 3226,31.86,0.24,23.6,SBF,2001ApJ...546..681T,I,10:23:27,#REF!,216.9,55.4,E.2.*P,1244
NGC 3227,31.62,0.29,21.1,Sosies,2002A&A...393...57T,,10:23:31,#REF!,217,55.4,SXS1P,1079
NGC 3241,33.1,0.19,41.7,Sosies,2002A&A...393...57T,,10:24:17,-32:28:57,270.2,20.9,SAR2*,2630
NGC 3225,33.68,0.29,54.5,Sosies,2002A&A...393...57T,,10:25:10,#REF!,152.1,49.9,S..6*,2204
DDO 078,27.85,...,3.72,TRGB,2000A&A...363..117K,,10:26:27,#REF!,141.1,44,I..9,159
NGC 3250,33.15,0.17,42.7,SBF,2001ApJ...546..681T,I,10:26:32,-39:56:38,275,14.9,E.4,2603
NGC 3245,31.6,0.2,20.9,SBF,2001ApJ...546..681T,I,10:27:18,#REF!,201.9,58.2,LAR0*$,1304
UGC 05672,28.98,...,6.25,BS,1999AstL...25..322S,,10:28:21,#REF!,212.9,57.3,S?,465
IC 2574,28.02,0.22,4.02,TRGB,2003A&A...398..479K,I,10:28:24,#REF!,140.2,43.6,SXS9,154
NGC 3257,32.68,0.26,34.4,SBF,2001ApJ...546..681T,I,10:28:47,-35:39:29,272.9,18.8,LXS-*,2955
NGC 3258,32.53,0.27,32.1,SBF,2001ApJ...546..681T,I,10:28:54,-35:36:20,272.9,18.8,E.1,2576
NGC 3254,32.89,0.14,37.8,Sosies,2002A&A...393...57T,,10:29:20,#REF!,200.1,58.8,SAS4,1286
UGC 05691,36.987*,0.023,237,SNIa,2006ApJ...647..501P,"SN 1991S, z = 0.055",10:29:28,#ERROR!,214.1,57.4,Sb,15968
NGC 3268,32.71,0.25,34.8,SBF,2001ApJ...546..681T,I,10:30:01,-35:19:32,272.9,19.2,E.2,2589
DDO 082,28.01,0.22,4,TRGB,2002A&A...383..125K,I,10:30:35,#REF!,137.9,42.2,S..9*,295
ESO 317- G 041,34.86,0.08,93.8,Sosies,2002A&A...393...57T,,10:31:23,-42:03:38,276.9,13.6,SBR4*P,5573
IC 2588,33.54,0.47,51.5,Sosies,2002A&A...393...57T,,10:31:50,-30:23:04,270.4,23.5,PSBR1*,3317
"NGC 3274, UGC 05721",29.08,0.2,6.55,BS,1998A&AS..133..181M,,10:32:17,#REF!,203.8,59.2,SX.7?,491
BK6N,27.93,...,3.85,TRGB,2000A&A...363..117K,,10:34:30,#ERROR!,142.1,45.7,dwSph,-
[MH93a] 103235.1-341103,37.24*,0.28,262,SNIa,2006ApJ...645..488W,"SN 1993B, z = 0.069",10:34:52,-34:26:35,273.3,20.5,SBb,19760
NGC 3294,32.35,0.14,29.5,Sosies,2002A&A...393...57T,,10:36:16,#REF!,184.6,59.8,SAS5,1576
NGC 3308,33.04,0.3,40.6,SBF,2005A&A...438..103M,I,10:36:22,-27:26:17,269.5,26.5,LXS-*,3406
[MHI2005] 150,33.07,0.07,41.2,SBF,2005A&A...438..103M,I,10:36:27,-27:23:26,269.5,26.6,SO,3125
NGC 3309,33.95,0.73,61.7,GCLF,2005A&A...438..103M,,10:36:36,-27:31:06,269.6,26.5,E.3,3895
[MHI2005] 140,33.71,0.51,55.2,SBF,2005A&A...438..103M,I,10:36:43,-27:35:10,269.6,26.4,SO,3412
NGC 3311,33.55,0.63,51.3,GCLF,2005A&A...438..103M,,10:36:43,-27:31:42,269.6,26.5,E+2,3581
[MHI2005] 358,33.16,0.44,42.8,SBF,2005A&A...438..103M,I,10:36:43,-27:25:30,269.5,26.6,"dE, N",3706
[MHI2005] 357,32.83,0.49,36.7,SBF,2005A&A...438..103M,I,10:36:46,-27:30:32,269.6,26.5,E,4232
[MHI2005] 334,32.94,0.47,38.8,SBF,2005A&A...438..103M,I,10:36:46,-27:31:24,269.6,26.5,"dE, N",3989
"[MHI2005] 359, Abell 1060",32.68,0.47,34.3,SBF,2005A&A...438..103M,I,10:36:49,-27:30:02,269.6,26.5,E,4069
"[MHI2005] 258, Abell 1060",33.5,0.47,50.2,SBF,2005A&A...438..103M,I,10:36:50,-27:30:47,269.6,26.5,"dE,N",5366
[MHI2005] 322,32.73,0.44,35.1,SBF,2005A&A...438..103M,I,10:36:51,-27:23:01,269.5,26.6,dE,4070
[MHI2005] 421,32.93,0.3,38.5,SBF,2005A&A...438..103M,I,10:36:53,-27:32:16,269.6,26.5,S0,5366
[MHI2005] 482,32.96,0.44,39,SBF,2005A&A...438..103M,I,10:36:57,-27:34:06,269.7,26.5,E2,4256
[MHI2005] 172,32.85,0.44,37.2,SBF,2005A&A...438..103M,I,10:37:00,-27:29:53,269.6,26.5,dE,2911
[MHI2005] 123,33.15,0.44,42.7,SBF,2005A&A...438..103M,I,10:37:14,-27:30:25,269.7,26.6,dE,2773
NGC 3318,32.7,0.49,34.7,SBF,2001ApJ...546..681T,I,10:37:16,-41:37:39,277.7,14.6,SXT3,2548
[MHI2005] 252,33.12,0.42,42.1,SBF,2005A&A...438..103M,I,10:37:17,-27:35:34,269.8,26.5,"dE, N",3552
ESO 437- G 025,34.38,0.22,75.2,Sosies,2002A&A...393...57T,,10:38:40,-28:34:08,270.6,25.9,S?,3253
NGC 3310,31.21,1.88,17.5,Sosies,2002A&A...393...57T,,10:38:46,#REF!,156.6,54.1,SXR4P,1043
NGC 3319,30.5,0.09,12.6,Cepheids,2003A&A...411..361K,cte LMC K03,10:39:10,#REF!,176,59.3,SBT6,755
ESO 501- G 068,34.02,0.14,63.7,Sosies,2002A&A...393...57T,,10:39:18,-26:50:24,269.7,27.4,S?,2892
NGC 3347A,33.19,0.26,43.5,Sosies,2002A&A...393...57T,,10:40:21,-36:24:40,275.4,19.4,SBS6*/,2684
ESO 501- G 075,33.22,0.17,44.1,Tully-Fisher,2005Ap&SS.299..387R,"B, TD-Tully-Fisher",10:40:59,-27:05:03,270.2,27.4,SAS5*,4987
NGC 3347,32.23,0.25,27.9,Sosies,2002A&A...393...57T,,10:42:47,-36:21:10,275.8,19.7,SBT3,2794
"M95, NGC 3351",29.77,0.08,8.99,Cepheids,1997ApJ...491...13K,"46, VI",10:43:58,#REF!,234,56.4,SBR3,677
ESO 501- G 088,34.32,0.22,73.1,Sosies,2002A&A...393...57T,,10:44:19,-22:49:34,268.3,31.4,PSXT2*,3688
NGC 3359,30.57,...,13,HII,2005JKAS...38....7I,,10:46:37,#REF!,143.6,48.6,SBT5,1104
"M96, NGC 3368",29.94,0.13,9.72,Cepheids,2001ApJ...548..564W,LMC W01,10:46:46,#REF!,234.4,57,SXT2,798
NGC 3370,32.15,0.03,26.9,Cepheids,2006ApJ...642L..29N,STR 04 LMC non-linear,10:47:04,#REF!,225.4,59.7,SAS5,1200
"NGC 3377A, UGC 05889",29.85,0.2,9.33,BS,1998A&AS..133..181M,,10:47:22,#REF!,231,58.3,SXS9,481
NGC 3377,29.99,0.15,9.95,PNLF,2002ApJ...577...31C,,10:47:42,#REF!,231.2,58.3,E.5+,600
"M105, NGC 3379",30.14,0.14,10.7,TRGB,2004AJ....127.1441G,,10:47:50,#REF!,233.5,57.6,E.1,793
NGC 3384,29.98,0.11,9.9,PNLF,2002ApJ...577...31C,,10:48:17,#REF!,233.5,57.8,LBS-*,639
"NGC 3389, NGC 3373",31.43,0.14,19.3,Sosies,2002A&A...393...57T,,10:48:28,#REF!,233.7,57.7,SAS5,1203
"SDSS J1049+5103, Willman 1",17.9,...,0.038,CMD,2006astro.ph..3486W,,10:49:21,#REF!,158.6,56.8,,-
DDO 087,29.36,...,7.44,BS,1999AstL...25..322S,,10:49:37,#REF!,140.9,47.1,I..9*,438
UGC 05944,30.22,0.17,11.1,SBF,2005A&A...437..823R,R,10:50:19,#REF!,233,58.5,I..9,974
NGC 3412,30.27,0.14,11.3,SBF,2001ApJ...546..681T,I,10:50:53,#REF!,232.9,58.7,LBS0,772
NGC 3414,32.01,0.33,25.2,SBF,2001ApJ...546..681T,I,10:51:16,#REF!,204.1,63.4,L...P,1376
NGC 3413,31.05,0.24,16.2,SBF,2001ApJ...546..681T,I,10:51:21,#REF!,193.3,63.5,L..../,624
MCG +03-28-022,34.25,...,70.7,SNII rad,1998ApJ...500...51W,SN 1988Z,10:51:49,#ERROR!,228.6,60.1,SBc,6439
NGC 3437,32.52,0.12,31.9,Sosies,2002A&A...393...57T,,10:52:36,#REF!,215.2,62.8,SXT5*,1224
NGC 3449,33.35,0.15,46.8,Sosies,2002A&A...393...57T,,10:52:54,-32:55:39,276,23.7,SAS2*,3029
KDG 073,27.84,...,3.7,TRGB,2003A&A...398..479K,,10:52:57,#REF!,136.9,44.2,Im,231
NGC 3403,31.45,0.4,19.5,Sosies,2002A&A...393...57T,,10:53:55,#REF!,133.4,41,SA.4*,1387
NGC 3457,31.58,0.15,20.7,SBF,2001ApJ...546..681T,I,10:54:49,#REF!,226.3,61.5,S?,1081
ESO 215- G 009,28.6,...,5.25,TRGB,2007AJ....133..504K,,10:57:30,-48:10:43,284.1,10.5,I,380
NGC 3489,30.25,0.09,11.2,GCLF,2001AJ....122.1251K,,11:00:19,#REF!,234.4,60.9,LXT+,613
WOOTS J110136.37-060631.6,36.284*,0.057,174,SNIa,2006A&A...447...31A,"SN 1999aw, z = 0.04",11:01:36,-6:06:32,260.2,47.5,,11601
NGC 3510,27.9,...,3.8,SNII rad,1998ApJ...500...51W,SN 1996cb,11:03:43,#REF!,202.4,66.2,SBS9./,673
"MRK 0421, 1ES 1101+384",35.69,...,133,BL LAC M,2005ApJ...635..173S,,11:04:27,#REF!,179.8,65,"S?, BLLAC",9003
NGC 3522,32.03,0.28,25.5,SBF,2001ApJ...546..681T,I,11:06:41,#REF!,223.7,65,E,1158
NGC 3557,33.3,0.22,45.7,SBF,2001ApJ...546..681T,I,11:09:58,-37:32:21,281.6,21.1,E.3,2813
NGC 3568,32.63,0.1,33.6,Sosies,2002A&A...393...57T,,11:10:49,-37:26:52,281.7,21.2,SBS5*,2237
NGC 3556,30.9,0.47,15.1,Sosies,2002A&A...393...57T,,11:11:31,#REF!,148.3,56.3,SBS6./,763
NGC 3585,31.51,0.18,20,SBF,2001ApJ...546..681T,I,11:13:17,-26:45:18,277.2,31.2,E.6,1206
"DDO 093, Leo B",21.6,...,0.21,TRGB,2000glg..book.....V,,11:13:29,#REF!,220.2,67.2,dE.0,36
NGC 3583,32.5,0.29,31.6,Sosies,2002A&A...393...57T,,11:14:11,#REF!,158.1,61.6,SBS3,2178
NGC 3599,31.54,0.18,20.3,SBF,2001ApJ...546..681T,I,11:15:27,#REF!,230.1,66.1,LA..*,713
NGC 3605,31.58,0.29,20.7,SBF,2001ApJ...546..681T,I,11:16:47,#REF!,230.6,66.4,E.4+,581
NGC 3607,31.49,0.22,19.9,GCLF,2001AJ....122.1251K,,11:16:55,#REF!,230.6,66.4,LAS0*,867
NGC 3608,31.8,0.14,22.9,SBF,2001ApJ...546..681T,I,11:16:59,#REF!,230.4,66.5,E.2,1056
NGC 3611,32.97,0.82,39.3,Sosies,2002A&A...393...57T,,11:17:30,#REF!,254,58.2,SAS1P,1473
NGC 3621,29.08,0.06,6.55,Cepheids,2001ApJ...553...47F,"KP, 59, VI",11:18:17,-32:48:51,281.2,26.1,SAS7,526
NGC 3610,31.65,0.22,21.4,SBF,2001ApJ...546..681T,I,11:18:25,#REF!,143.5,54.5,E.5.*,1869
NGC 3613,32.32,0.4,29.1,SBF,2001ApJ...546..681T,I,11:18:36,#REF!,144.3,55.1,E.6,2133
NGC 3626,31.51,0.24,20,SBF,2001ApJ...546..681T,I,11:20:04,#REF!,230.8,67.2,RLAT+,1427
"M66, NGC 3627",29.7,0.07,8.73,Cepheids,2001ApJ...548..564W,LMC W01,11:20:15,#REF!,242,64.4,SXS3,643
NGC 3631,31.93,...,24.3,HII,2005JKAS...38....7I,,11:21:03,#REF!,149.5,59,SAS5,1221
NGC 3640,32.16,0.13,27,SBF,2001MNRAS.327.1004B,,11:21:07,#REF!,256.9,57.8,E.3,1199
NGC 3641,32.13,0.25,26.7,SBF,2001ApJ...546..681T,I,11:21:09,#REF!,257,57.8,E...P,1664
"NGC 3644, IC 0684",35.33*,0.25,114,SNIa,2004ApJ...607..665R,"SN 1996V, z = 0.02377",11:21:33,#REF!,257.6,57.5,PSB.1P*,7015
NGC 3655,31.9,0.25,24,Sosies,2002A&A...393...57T,,11:22:55,#REF!,235.6,67,SAS5*,1403
NGC 3675,31.33,0.1,18.5,Sosies,2002A&A...393...57T,,11:26:09,#REF!,163.7,66.2,SAS3,796
NGC 3683,32.61,0.23,33.3,Sosies,2002A&A...393...57T,,11:27:32,#REF!,143.8,56.7,SBS5$,1733
UGC 06456,28.19,0.04,4.34,TRGB,2002AJ....124..213M,,11:28:00,#REF!,127.8,37.3,P,53
NGC 3705,31.93,0.14,24.3,Sosies,2002A&A...393...57T,,11:30:08,#REF!,252,63.8,SXR2,926
NGC 3715,32.79,0.14,36.1,Sosies,2002A&A...393...57T,,11:31:32,-14:13:53,275.4,44.3,PSBT4*,1960
NGC 3726,30.65,...,13.5,Tully-Fisher,2003astro.ph.10284R,B,11:33:21,#REF!,155.4,64.9,SXR5,894
UGC 06541,27.95,0.29,3.89,TRGB,2003A&A...398..467K,,11:33:29,#REF!,151.9,63.3,I..9,302
NGC 3729,31.44,...,19.4,Tully-Fisher,2003astro.ph.10284R,"I, TD-Tully-Fisher",11:33:49,#REF!,146.6,60.3,SBR1P,1089
"NGC 3738, UGC 6565",28.45,0.25,4.9,TRGB,2003A&A...398..467K,,11:35:49,#REF!,144.6,59.3,I..9,299
"NGC 3741, UGC 06572",27.41,0.23,3.03,TRGB,2003A&A...398..467K,,11:36:06,#REF!,157.6,66.4,I..9,249
"MRK 0180, VII Zw 412",36.51,...,192,BL LAC M,2005ApJ...635..173S,,11:36:26,#REF!,131.9,45.6,BLLAC,13270
NGC 3769,31.01,...,15.9,Tully-Fisher,2003astro.ph.10284R,"B, TD-Tully-Fisher",11:37:44,#REF!,152.7,64.7,SBR3*,778
ESO 320- G 014,28.9,...,6.03,TRGB,2007AJ....133..504K,,11:37:53,-39:13:13,287.7,21.5,I,452
ESO 439- G 018,35.558*,0.075,126,SNIa,2006A&A...447...31A,"SN 2001ba, z = 0.02942",11:38:01,-32:19:29,285.4,28,SXR4,8732
ESO 439- G 020,34.32,0.09,73.1,Sosies,2002A&A...393...57T,,11:38:16,-29:43:43,284.5,30.5,SXR4,3910
NGC 3811,33.21,0.37,43.9,Sosies,2002A&A...393...57T,,11:41:17,#REF!,152,65.3,SBR6*,3153
NGC 3818,32.8,0.61,36.3,SBF,2001ApJ...546..681T,I,11:41:57,-6:09:20,273.6,52.7,E.5,1364
[KK98] 109,28.27,...,4.51,TRGB,2003A&A...398..467K,,11:47:12,#REF!,156.8,69,dw Irr,250
